@attribute 'UnaryExpr' integer
@attribute 'UnionType' integer
@attribute 'UnknownType' integer
@attribute 'VariableDeclarationExpr' integer
@attribute 'VariableDeclarator' integer
@attribute 'VoidType' integer
@attribute 'WhileStmt' integer
@attribute 'WildcardType' integer
@attribute 'classification' integer
@attribute 'ID' integer

@data 

0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 1, 37, 7, 0, 2, 0, 0, 0, 1, 53, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 29, 7, 7, 1, 1, 13, 9, 0, 1, 2, 0, 20, 0, 0, 6, 0, 1, 18, 2, 34, 19, 0, 50, 70, 0, 1, 8, 8, 1, 16, 6, 10, 217, 1, 13, 0, 0, 0, 1, 4, 0, 0, 0, 0, 5, 0, 0, 7, 14, 13, 0, 0, 0, 1367
0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 9, 1, 0, 0, 0, 0, 1, 0, 0, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1368
0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 3, 0, 0, 0, 1, 0, 4, 1, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 9, 2, 0, 0, 1, 2, 1, 1, 0, 2, 17, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1369
0, 0, 0, 0, 0, 1, 2, 0, 3, 0, 1, 4, 0, 0, 0, 1, 0, 5, 1, 20, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 9, 8, 0, 0, 1, 4, 1, 1, 0, 3, 37, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 1370
0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 1, 12, 1, 0, 1, 0, 0, 0, 1, 32, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 28, 5, 8, 0, 0, 2, 10, 0, 0, 6, 0, 5, 0, 0, 1, 0, 1, 8, 0, 23, 9, 0, 43, 39, 0, 0, 2, 10, 1, 7, 3, 0, 128, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 11, 9, 0, 0, 0, 1371
0, 0, 0, 0, 0, 0, 0, 0, 149, 17, 7, 68, 6, 0, 26, 8, 0, 0, 1, 240, 1, 0, 1, 0, 0, 0, 29, 0, 0, 0, 389, 187, 21, 0, 0, 23, 33, 1, 2, 110, 0, 9, 0, 0, 10, 0, 1, 1, 0, 305, 23, 0, 110, 623, 0, 0, 13, 108, 1, 27, 2, 2, 1474, 0, 36, 0, 0, 0, 0, 7, 0, 8, 0, 0, 5, 0, 0, 44, 67, 21, 0, 0, 0, 1372
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1373
0, 0, 0, 0, 0, 2, 4, 0, 3, 0, 1, 5, 0, 0, 0, 1, 0, 5, 1, 22, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 1, 3, 0, 15, 9, 0, 0, 1, 4, 1, 1, 0, 4, 42, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 1374
0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 9, 1, 0, 0, 0, 0, 1, 0, 0, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1375
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 2, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1376
0, 0, 0, 0, 0, 0, 0, 0, 40, 116, 1, 92, 6, 3, 3, 10, 3, 0, 1, 144, 1, 3, 1, 0, 0, 0, 9, 0, 0, 0, 128, 23, 17, 0, 0, 27, 20, 1, 3, 14, 0, 51, 0, 0, 9, 0, 1, 16, 2, 170, 37, 0, 82, 304, 0, 1, 20, 19, 1, 44, 17, 24, 774, 0, 71, 0, 3, 1, 0, 0, 0, 10, 0, 0, 3, 0, 0, 31, 48, 22, 0, 0, 0, 1377
0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 1, 11, 2, 0, 0, 0, 0, 0, 1, 15, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 22, 7, 4, 0, 0, 1, 5, 0, 0, 11, 0, 12, 0, 0, 2, 0, 1, 0, 0, 20, 8, 0, 18, 36, 0, 0, 0, 6, 1, 4, 5, 3, 98, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 2, 6, 5, 0, 0, 0, 1378
0, 0, 0, 0, 0, 0, 1, 0, 8, 22, 1, 40, 11, 0, 8, 0, 0, 0, 1, 143, 1, 3, 1, 0, 0, 0, 8, 0, 0, 0, 145, 15, 17, 1, 1, 16, 22, 0, 1, 15, 0, 9, 0, 0, 0, 0, 1, 16, 0, 148, 21, 0, 89, 223, 0, 0, 12, 52, 1, 16, 3, 0, 620, 0, 20, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 35, 52, 21, 0, 0, 0, 1379
0, 0, 0, 0, 0, 0, 3, 0, 19, 17, 2, 62, 7, 0, 9, 3, 0, 0, 2, 116, 1, 0, 8, 0, 0, 0, 5, 0, 0, 6, 80, 7, 11, 0, 0, 14, 27, 0, 5, 16, 0, 18, 0, 0, 2, 0, 2, 25, 0, 89, 30, 0, 118, 144, 0, 0, 16, 16, 1, 29, 10, 13, 454, 1, 13, 3, 0, 0, 0, 3, 0, 4, 0, 0, 3, 0, 0, 18, 29, 18, 0, 0, 0, 1380
0, 0, 0, 0, 0, 0, 0, 0, 15, 29, 1, 45, 10, 0, 3, 0, 0, 0, 1, 59, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 38, 10, 11, 1, 0, 17, 11, 0, 2, 1, 0, 33, 0, 0, 5, 0, 1, 19, 2, 42, 24, 0, 57, 91, 0, 1, 8, 6, 1, 18, 6, 14, 263, 1, 25, 0, 0, 0, 1, 2, 0, 0, 0, 0, 4, 0, 0, 4, 15, 15, 0, 0, 0, 1381
0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 1, 16, 0, 0, 0, 0, 0, 0, 1, 21, 1, 0, 2, 0, 0, 0, 0, 0, 0, 2, 12, 1, 10, 0, 0, 0, 2, 0, 0, 2, 0, 24, 0, 0, 2, 0, 1, 0, 0, 0, 14, 0, 9, 41, 0, 0, 0, 0, 1, 19, 18, 9, 109, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 0, 0, 0, 1382
0, 0, 0, 0, 0, 0, 0, 0, 21, 46, 1, 32, 3, 0, 13, 1, 0, 0, 1, 65, 1, 4, 1, 0, 0, 2, 13, 0, 0, 0, 91, 10, 15, 0, 0, 8, 18, 0, 0, 30, 0, 24, 0, 0, 10, 0, 1, 5, 0, 81, 19, 0, 62, 189, 0, 0, 12, 17, 1, 18, 48, 14, 435, 0, 3, 1, 5, 1, 0, 5, 0, 1, 0, 0, 1, 0, 0, 36, 51, 10, 0, 0, 0, 1383
0, 0, 0, 0, 0, 0, 0, 0, 9, 15, 1, 24, 9, 1, 4, 0, 0, 0, 1, 30, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 21, 6, 2, 0, 1, 10, 3, 0, 3, 6, 0, 10, 0, 0, 2, 0, 1, 8, 0, 23, 11, 0, 21, 42, 0, 0, 7, 2, 1, 6, 5, 11, 126, 1, 13, 0, 0, 0, 1, 3, 0, 0, 0, 0, 4, 0, 0, 4, 6, 5, 0, 0, 0, 1384
0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 3, 0, 0, 0, 1, 0, 2, 1, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 9, 2, 0, 0, 1, 1, 1, 1, 0, 2, 14, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1385
0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 3, 0, 0, 0, 1, 0, 2, 1, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 9, 2, 0, 0, 1, 1, 1, 1, 0, 2, 14, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1386
0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 1, 11, 0, 0, 0, 0, 0, 0, 1, 17, 1, 0, 3, 0, 0, 0, 0, 0, 0, 3, 12, 0, 8, 0, 0, 0, 4, 0, 0, 3, 0, 11, 0, 0, 1, 0, 1, 0, 0, 0, 8, 0, 15, 30, 0, 0, 1, 0, 1, 12, 8, 4, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 0, 0, 0, 1387
0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 4, 0, 0, 0, 1, 0, 6, 1, 14, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 12, 2, 0, 0, 1, 3, 1, 1, 0, 3, 22, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1388
0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 1, 6, 0, 0, 0, 0, 0, 0, 1, 8, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 6, 0, 8, 0, 0, 1, 2, 0, 0, 3, 0, 12, 0, 0, 2, 0, 1, 0, 0, 0, 5, 0, 9, 19, 0, 0, 0, 0, 1, 6, 12, 5, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 1389
0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 1, 10, 1, 0, 0, 0, 0, 0, 1, 9, 1, 0, 3, 0, 0, 0, 0, 0, 0, 3, 6, 0, 7, 0, 0, 1, 2, 0, 0, 3, 0, 16, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 9, 26, 0, 0, 1, 0, 1, 12, 17, 6, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1390
0, 0, 0, 0, 0, 0, 0, 0, 10, 36, 1, 35, 1, 0, 0, 2, 0, 0, 1, 40, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 29, 5, 6, 0, 0, 9, 11, 0, 0, 2, 0, 13, 0, 0, 1, 0, 1, 12, 0, 35, 18, 0, 49, 63, 0, 0, 9, 3, 1, 14, 4, 8, 188, 0, 28, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 5, 11, 10, 0, 0, 0, 1391
0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 9, 1, 0, 0, 0, 0, 1, 0, 0, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1392
0, 0, 0, 0, 0, 0, 2, 0, 25, 89, 1, 106, 13, 0, 21, 4, 4, 0, 1, 197, 1, 1, 1, 0, 0, 0, 20, 0, 0, 0, 112, 10, 14, 1, 3, 43, 19, 0, 11, 25, 0, 45, 0, 0, 12, 0, 1, 24, 0, 159, 40, 0, 89, 258, 0, 0, 25, 25, 1, 35, 15, 21, 749, 5, 60, 0, 0, 0, 4, 9, 2, 4, 0, 0, 13, 0, 0, 34, 48, 27, 1, 0, 0, 1393
0, 0, 4, 0, 0, 0, 1, 0, 18, 59, 1, 99, 11, 1, 53, 0, 0, 0, 1, 354, 1, 0, 1, 0, 0, 0, 13, 0, 0, 0, 278, 50, 20, 1, 1, 62, 30, 0, 24, 24, 0, 5, 0, 0, 8, 0, 1, 18, 0, 296, 25, 0, 122, 443, 0, 0, 37, 70, 1, 19, 3, 0, 1309, 0, 58, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 0, 100, 120, 25, 0, 0, 0, 1394
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 1, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1395
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 6, 0, 0, 0, 0, 0, 1, 8, 3, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1396
0, 0, 0, 0, 0, 0, 0, 0, 18, 10, 1, 23, 4, 0, 2, 1, 0, 0, 1, 84, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 103, 11, 17, 1, 0, 7, 18, 0, 0, 11, 0, 8, 0, 0, 1, 0, 1, 0, 0, 93, 11, 0, 59, 165, 0, 0, 6, 28, 1, 9, 1, 0, 413, 0, 21, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 21, 38, 11, 0, 0, 0, 1397
1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 5, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 26, 2, 0, 0, 0, 0, 1, 0, 0, 0, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1398
0, 0, 7, 1, 1, 0, 5, 0, 64, 146, 2, 149, 7, 0, 14, 7, 3, 0, 1, 297, 1, 0, 1, 0, 0, 0, 12, 0, 0, 0, 224, 43, 13, 0, 20, 67, 12, 0, 8, 80, 0, 41, 0, 0, 36, 0, 1, 24, 0, 317, 37, 0, 67, 579, 0, 0, 20, 54, 1, 47, 43, 29, 1422, 4, 52, 0, 0, 0, 4, 29, 0, 7, 0, 0, 30, 0, 0, 87, 100, 23, 1, 0, 0, 1399
0, 0, 0, 0, 0, 0, 0, 0, 10, 1, 1, 10, 2, 0, 0, 0, 0, 0, 1, 12, 1, 0, 3, 0, 0, 0, 0, 0, 0, 3, 10, 0, 8, 0, 0, 1, 3, 0, 0, 3, 0, 11, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 12, 26, 0, 0, 1, 0, 1, 9, 9, 3, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 0, 0, 0, 1400
0, 0, 5, 2, 2, 0, 4, 0, 46, 49, 1, 132, 14, 1, 9, 11, 0, 0, 1, 229, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 157, 24, 23, 4, 5, 34, 21, 0, 3, 31, 0, 62, 0, 0, 11, 0, 1, 29, 0, 154, 55, 0, 101, 308, 0, 0, 12, 37, 1, 53, 19, 19, 891, 2, 41, 0, 0, 0, 2, 6, 2, 11, 0, 0, 12, 0, 0, 43, 66, 39, 0, 0, 0, 1401
0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 2, 1, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 2, 0, 0, 2, 0, 14, 1, 0, 0, 0, 1, 1, 0, 0, 2, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1402
0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 3, 0, 0, 0, 1, 0, 2, 1, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 9, 2, 0, 0, 1, 1, 1, 1, 0, 2, 14, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1403
0, 0, 2, 1, 1, 0, 1, 0, 11, 24, 2, 30, 10, 0, 2, 0, 0, 0, 1, 60, 1, 2, 1, 0, 0, 0, 1, 0, 0, 0, 72, 14, 13, 0, 1, 15, 17, 0, 0, 14, 0, 5, 0, 0, 6, 0, 1, 9, 0, 73, 12, 0, 65, 118, 0, 0, 8, 21, 1, 9, 6, 2, 314, 0, 19, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 13, 26, 12, 0, 0, 0, 1404
0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 4, 0, 0, 0, 0, 0, 0, 1, 8, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 3, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 6, 10, 0, 0, 0, 0, 1, 4, 4, 3, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1405
0, 0, 0, 0, 0, 0, 0, 0, 9, 15, 1, 24, 9, 1, 4, 0, 0, 0, 1, 30, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 22, 7, 2, 0, 1, 10, 3, 0, 3, 6, 0, 11, 0, 0, 2, 0, 1, 8, 0, 24, 11, 0, 21, 43, 0, 0, 7, 2, 1, 6, 5, 11, 129, 1, 14, 0, 0, 0, 1, 3, 0, 0, 0, 0, 4, 0, 0, 4, 6, 5, 0, 0, 0, 1406
0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 1, 10, 1, 0, 0, 0, 0, 0, 1, 9, 1, 0, 3, 0, 0, 0, 0, 0, 0, 3, 6, 0, 7, 0, 0, 1, 2, 0, 0, 3, 0, 16, 0, 0, 0, 0, 1, 0, 0, 1, 6, 0, 9, 26, 0, 0, 1, 0, 1, 12, 17, 6, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1407
0, 0, 17, 4, 4, 0, 6, 0, 62, 47, 1, 96, 6, 1, 1, 2, 0, 0, 2, 131, 1, 6, 5, 0, 0, 1, 8, 0, 0, 1, 129, 6, 25, 7, 2, 37, 17, 0, 0, 31, 0, 56, 0, 0, 14, 0, 2, 2, 0, 125, 28, 0, 57, 327, 0, 0, 20, 21, 1, 39, 38, 19, 732, 0, 43, 0, 0, 0, 0, 0, 4, 2, 0, 0, 12, 0, 0, 44, 69, 12, 0, 0, 0, 1408
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1409
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1410
0, 0, 0, 0, 0, 0, 4, 0, 10, 0, 1, 12, 0, 0, 0, 0, 0, 0, 1, 11, 1, 0, 2, 0, 0, 0, 0, 0, 0, 2, 10, 0, 6, 0, 0, 0, 2, 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 0, 0, 0, 10, 0, 9, 27, 0, 0, 0, 0, 1, 12, 17, 5, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 1411
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1412
0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 1, 9, 2, 0, 1, 0, 0, 0, 1, 20, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 16, 2, 5, 0, 0, 3, 8, 0, 0, 2, 0, 7, 0, 0, 2, 0, 1, 4, 0, 13, 5, 0, 33, 24, 0, 0, 3, 5, 1, 4, 1, 0, 77, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 7, 5, 0, 0, 0, 1413
0, 0, 10, 5, 5, 0, 6, 0, 90, 113, 1, 154, 22, 3, 4, 17, 0, 0, 3, 359, 1, 2, 3, 0, 0, 21, 18, 0, 0, 0, 445, 76, 62, 1, 7, 41, 45, 0, 1, 122, 0, 37, 0, 0, 31, 0, 3, 31, 2, 460, 47, 0, 184, 856, 0, 1, 7, 131, 1, 61, 112, 12, 2057, 1, 65, 1, 0, 0, 0, 3, 1, 17, 0, 0, 21, 0, 0, 128, 190, 36, 3, 0, 0, 1414
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1415
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1416
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 1, 1, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1417
0, 0, 47, 4, 4, 0, 1, 0, 97, 183, 1, 259, 51, 1, 23, 12, 9, 0, 4, 251, 1, 4, 4, 0, 0, 0, 40, 11, 1, 0, 220, 16, 35, 5, 1, 134, 15, 0, 7, 103, 0, 57, 0, 0, 15, 0, 4, 49, 2, 284, 77, 0, 100, 694, 0, 1, 60, 24, 1, 160, 103, 80, 1581, 0, 100, 2, 0, 0, 0, 8, 6, 12, 0, 0, 18, 0, 0, 42, 77, 37, 1, 0, 0, 1418
0, 0, 11, 4, 4, 0, 16, 0, 283, 713, 23, 908, 240, 6, 274, 42, 20, 0, 12, 1957, 1, 13, 14, 2, 0, 18, 212, 0, 0, 9, 2047, 444, 134, 18, 51, 440, 135, 0, 104, 416, 0, 147, 0, 0, 274, 0, 29, 104, 0, 2538, 246, 0, 559, 4028, 0, 0, 156, 406, 1, 311, 375, 109, 10365, 15, 419, 6, 0, 0, 0, 92, 3, 41, 0, 0, 186, 0, 0, 679, 815, 182, 16, 43, 0, 1419
0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 4, 0, 0, 0, 1, 0, 6, 1, 14, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 1, 2, 0, 14, 2, 0, 0, 1, 3, 1, 1, 0, 3, 22, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1420
